timestamp,CRITICAL,HIGH,MEDIUM,LOW
2026-01-30 13:12:33,0,0,3,3
2026-01-31 13:03:34,0,0,3,3
2026-02-01 13:05:46,0,0,3,3
2026-02-02 13:17:06,0,0,3,3
2026-02-03 13:17:41,0,0,3,3
2026-02-04 13:17:08,0,0,3,3
2026-02-05 13:19:05,0,0,3,3
